ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER, SALES ,ORDERDATE,DAYS_SINCE_LAST_ORDER,STATUS,PRODUCTLINE,MSRP,SPV,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10107,48,192.62,7," 9,245.76 ",05/07/2022,641,Shipped,Classic Cars,194.00,-1.38,S12_1099,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,58339,USA,Nelson,Allen,Large
10107,48,125.66,5," 6,031.68 ",02/05/2022,705,Shipped,Classic Cars,117.00,8.66,S12_3380,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10135,48,79.31,3," 3,806.88 ",02/05/2022,705,Shipped,Classic Cars,77.00,2.31,S18_1889,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10114,48,171.03,4," 8,209.44 ",01/02/2022,795,Shipped,Classic Cars,169.00,2.03,S18_3232,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,Large
10110,48,34.47,5," 1,654.56 ",18/01/2022,809,Shipped,Vintage Cars,41.00,-6.53,S24_3969,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small
10106,48,61.44,10," 2,949.12 ",17/12/2021,841,Shipped,Planes,74.00,-12.56,S700_4002,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Small
10106,48,52.64,15," 2,526.72 ",17/12/2021,841,Shipped,Planes,49.00,3.64,S72_1253,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Small
10107,49,162.64,3," 7,969.36 ",31/03/2024,6,In Process,Trucks and Buses,136.00,26.64,S12_1666,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Large
10425,49,112.46,9," 5,510.54 ",31/03/2024,6,In Process,Trucks and Buses,127.00,-14.54,S24_2300,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium
10413,49,140.75,5," 6,896.75 ",05/03/2024,32,Shipped,Classic Cars,143.00,-2.25,S18_4027,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Medium
10401,49,101.89,1," 4,992.61 ",03/02/2024,63,On Hold,Motorcycles,99.00,2.89,S32_1374,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,Medium
10398,49,36.66,5," 1,796.34 ",30/01/2024,67,Shipped,Vintage Cars,43.00,-6.34,S50_1341,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Small
10396,49,116.75,6," 5,720.75 ",23/01/2024,74,Shipped,Ships,122.00,-5.25,S24_2011,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10390,49,140.06,3," 6,862.94 ",04/01/2024,93,Shipped,Classic Cars,148.00,-7.94,S18_4721,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10389,49,79.22,3," 3,881.78 ",03/01/2024,94,Shipped,Classic Cars,77.00,2.22,S18_1889,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Medium
10389,49,81.40,2," 3,988.60 ",03/01/2024,94,Shipped,Motorcycles,76.00,5.40,S24_2000,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Medium
10378,49,67.14,8," 3,289.86 ",10/12/2023,118,Shipped,Classic Cars,148.00,-80.86,S18_4721,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10107,49,78.92,13," 3,867.08 ",03/12/2023,125,Shipped,Motorcycles,150.00,-71.08,S12_2823,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium
10375,49,65.80,5," 3,224.20 ",03/12/2023,125,Shipped,Vintage Cars,43.00,22.80,S50_1341,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium
10375,49,110.34,8," 5,406.66 ",03/12/2023,125,Shipped,Motorcycles,81.00,29.34,S50_4713,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium
10107,49,35.71,4," 1,749.79 ",23/11/2023,135,Shipped,Trucks and Buses,118.00,-82.29,S12_4473,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small
10107,49,172.86,8," 8,470.14 ",20/11/2023,138,Shipped,Trucks and Buses,136.00,36.86,S12_1666,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Large
10367,49,56.30,1," 2,758.70 ",12/11/2023,146,Resolved,Classic Cars,124.00,-67.70,S18_1589,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Small
10366,49,125.40,2," 6,144.60 ",10/11/2023,148,Shipped,Classic Cars,132.00,-6.60,S18_2870,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium,Cartrain,Pascale,Medium
10361,49,72.33,2," 3,544.17 ",17/10/2023,172,Shipped,Vintage Cars,68.00,4.33,S32_4289,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Medium
10107,49,62.09,5," 3,042.41 ",15/10/2023,174,Shipped,Classic Cars,173.00,-110.91,S12_3891,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium
10107,49,121.64,8," 5,960.36 ",10/10/2023,179,Shipped,Trucks and Buses,136.00,-14.36,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10107,49,55.34,5," 2,711.66 ",10/10/2023,179,Shipped,Classic Cars,151.00,-95.66,S12_3148,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10357,49,70.58,5," 3,458.42 ",10/10/2023,179,Shipped,Vintage Cars,62.00,8.58,S18_2957,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10352,49,100.72,2," 4,935.28 ",03/10/2023,186,Shipped,Planes,99.00,1.72,S700_2466,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,Brickhaven,58339,USA,Taylor,Leslie,Medium
10352,49,52.64,4," 2,579.36 ",03/10/2023,186,Shipped,Planes,49.00,3.64,S72_1253,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,Brickhaven,58339,USA,Taylor,Leslie,Small
10107,49,63.38,1," 3,105.62 ",20/09/2023,199,Shipped,Classic Cars,173.00,-109.62,S12_3891,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,Medium
10336,49,152.26,6," 7,460.74 ",20/09/2023,199,Shipped,Classic Cars,163.00,-10.74,S18_2238,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,Large
10334,49,138.03,4," 6,763.47 ",19/09/2023,200,On Hold,Trucks and Buses,121.00,17.03,S18_4600,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden,Berglund,Christina,Medium
10324,49,109.79,13," 5,379.71 ",05/09/2023,214,Shipped,Classic Cars,143.00,-33.21,S18_4027,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,Medium
10107,49,81.40,11," 3,988.60 ",16/08/2023,234,Shipped,Classic Cars,79.00,2.40,S12_3990,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Medium
10310,49,127.88,12," 6,266.12 ",16/08/2023,234,Shipped,Classic Cars,146.00,-18.12,S18_3482,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Medium
10310,49,97.01,14," 4,753.49 ",16/08/2023,234,Shipped,Classic Cars,80.00,17.01,S24_4620,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Medium
10299,49,162.19,2," 7,947.31 ",30/07/2023,251,Shipped,Classic Cars,148.00,14.19,S18_4721,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Large
10293,49,100.94,3," 4,946.06 ",09/07/2023,272,Shipped,Vintage Cars,87.00,13.94,S18_4522,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Medium
10107,49,140.08,5," 6,863.92 ",27/06/2023,284,Shipped,Motorcycles,150.00,-9.92,S12_2823,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Medium
10279,49,79.97,3," 3,918.53 ",09/06/2023,302,Shipped,Classic Cars,90.00,-10.03,S24_2766,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10266,49,126.60,5," 6,203.40 ",06/05/2023,336,Shipped,Classic Cars,142.00,-15.40,S18_1984,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Medium
10265,49,171.98,1," 8,427.02 ",02/05/2023,340,Shipped,Classic Cars,146.00,25.98,S18_3482,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,Large
10262,49,134.04,9," 6,567.96 ",24/04/2023,348,Cancelled,Planes,157.00,-22.96,S18_1662,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10262,49,87.21,16," 4,273.29 ",24/04/2023,348,Cancelled,Vintage Cars,83.00,4.21,S24_3816,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10262,49,37.97,3," 1,860.53 ",24/04/2023,348,Cancelled,Vintage Cars,43.00,-5.03,S50_1341,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10257,49,53.72,3," 2,632.28 ",14/04/2023,358,Shipped,Vintage Cars,62.00,-8.28,S18_2957,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Small
10246,49,36.07,6," 1,767.43 ",05/03/2023,398,Shipped,Classic Cars,35.00,1.07,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10247,49,63.85,4," 3,128.65 ",05/03/2023,398,Shipped,Trains,58.00,5.85,S50_1514,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Medium
10238,49,133.76,5," 6,554.24 ",09/02/2023,422,Shipped,Classic Cars,146.00,-12.24,S18_3482,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Medium
10107,49,141.88,1," 6,952.12 ",19/01/2023,443,Shipped,Classic Cars,173.00,-31.12,S12_3891,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,28023,Spain,Fernandez,Jesus,Medium
10230,49,148.99,8," 7,300.51 ",15/01/2023,447,Shipped,Classic Cars,163.00,-14.01,S18_2238,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany,Keitel,Roland,Large
10107,49,199.47,3," 9,774.03 ",20/12/2022,473,Shipped,Motorcycles,193.00,6.47,S10_4698,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Large
10107,49,122.40,12," 5,997.60 ",19/12/2022,474,Shipped,Classic Cars,136.00,-13.60,S10_4757,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium
10222,49,141.92,4," 6,954.08 ",19/12/2022,474,Shipped,Planes,157.00,-15.08,S18_1662,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium
10222,49,94.62,10," 4,636.38 ",19/12/2022,474,Shipped,Ships,86.00,8.62,S18_3029,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium
10221,49,138.87,1," 6,804.63 ",18/12/2022,475,Shipped,Ships,122.00,16.87,S24_2011,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Medium
10215,49,112.45,4," 5,510.05 ",29/11/2022,494,Shipped,Vintage Cars,101.00,11.45,S18_2949,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,Thompson,Steve,Medium
10215,49,107.86,5," 5,285.14 ",29/11/2022,494,Shipped,Vintage Cars,104.00,3.86,S18_3136,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,Thompson,Steve,Medium
10214,49,47.94,2," 2,349.06 ",26/11/2022,497,Shipped,Vintage Cars,44.00,3.94,S24_2022,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Small
10212,49,141.83,13," 6,949.67 ",16/11/2022,507,Shipped,Classic Cars,140.00,1.83,S24_3856,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10207,49,46.82,4," 2,294.18 ",09/10/2022,545,Shipped,Classic Cars,57.00,-10.18,S24_1444,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,Small
10207,49,80.90,14," 3,964.10 ",09/10/2022,545,Shipped,Trucks and Buses,96.00,-15.10,S32_1268,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,Medium
10196,49,140.69,1," 6,893.81 ",26/09/2022,558,Shipped,Vintage Cars,136.00,4.69,S18_3140,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,97823,USA,Murphy,Leslie,Medium
10107,49,131.54,6," 6,445.46 ",25/09/2022,559,Shipped,Trucks and Buses,118.00,13.54,S12_4473,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Medium
10194,49,117.57,1," 5,760.93 ",25/09/2022,559,Shipped,Trucks and Buses,127.00,-9.43,S24_2300,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Medium
10195,49,105.33,4," 5,161.17 ",25/09/2022,559,Shipped,Trucks and Buses,115.00,-9.67,S50_1392,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Medium
10185,49,80.67,11," 3,952.83 ",14/09/2022,570,Shipped,Trains,100.00,-19.33,S18_3259,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Medium
10184,49,118.28,2," 5,795.72 ",14/09/2022,570,Shipped,Classic Cars,118.00,0.28,S24_4048,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,41101,Spain,Roel,Jose Pedro,Medium
10183,49,64.64,4," 3,167.36 ",13/09/2022,571,Shipped,Trucks and Buses,64.00,0.64,S32_3522,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Medium
10182,49,127.43,17," 6,244.07 ",12/09/2022,572,Shipped,Classic Cars,107.00,20.43,S24_3432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10174,49,44.78,2," 2,194.22 ",06/09/2022,578,Shipped,Vintage Cars,50.00,-5.22,S18_4668,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,Small
10168,49,131.30,11," 6,433.70 ",28/08/2022,587,Shipped,Planes,109.00,22.30,S24_1785,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Medium
10107,49,133.94,6," 6,563.06 ",21/08/2022,594,Resolved,Trucks and Buses,136.00,-2.06,S12_1666,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,8010,Austria,Mendel,Roland,Medium
10164,49,54.94,5," 2,692.06 ",21/08/2022,594,Resolved,Trucks and Buses,64.00,-9.06,S32_3522,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,8010,Austria,Mendel,Roland,Small
10302,49,108.14,5," 5,298.86 ",06/08/2022,609,Shipped,Classic Cars,90.00,18.14,S24_2766,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium
10300,49,78.80,8," 3,861.20 ",04/08/2022,611,Shipped,Classic Cars,80.00,-1.20,S18_3278,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany,Keitel,Roland,Medium
10107,49,143.61,10," 7,036.89 ",28/07/2022,618,Shipped,Classic Cars,173.00,-29.39,S12_3891,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Large
10151,49,110.46,6," 5,412.54 ",21/07/2022,625,Shipped,Trucks and Buses,122.00,-11.54,S18_2319,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Medium
10150,49,131.98,2," 6,467.02 ",19/07/2022,627,Shipped,Trucks and Buses,121.00,10.98,S18_4600,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium
10150,49,58.18,4," 2,850.82 ",19/07/2022,627,Shipped,Trucks and Buses,64.00,-5.82,S32_3522,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small
10149,49,49.28,6," 2,414.72 ",12/07/2022,634,Shipped,Vintage Cars,44.00,5.28,S24_2022,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,94217,USA,Taylor,Sue,Small
10107,49,170.20,5," 8,339.80 ",25/06/2022,651,Shipped,Motorcycles,150.00,20.20,S12_2823,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Large
10107,49,114.24,15," 5,597.76 ",10/06/2022,666,Shipped,Classic Cars,136.00,-21.76,S10_4757,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Medium
10142,49,98.25,1," 4,814.25 ",08/06/2022,668,Shipped,Vintage Cars,88.00,10.25,S24_3151,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10139,49,43.13,6," 2,113.37 ",16/05/2022,691,Shipped,Vintage Cars,53.00,-9.87,S18_1367,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Small
10133,49,69.27,3," 3,394.23 ",27/04/2022,710,Shipped,Planes,84.00,-14.73,S18_2581,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10133,49,57.10,6," 2,797.90 ",27/04/2022,710,Shipped,Vintage Cars,68.00,-10.90,S32_4289,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10124,49,83.04,11," 4,068.96 ",21/03/2022,747,Shipped,Classic Cars,85.00,-1.96,S24_3191,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Medium
10120,49,50.62,12," 2,480.38 ",01/03/2022,767,Shipped,Vintage Cars,43.00,7.62,S50_1341,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Small
10107,49,100.34,4," 4,916.66 ",26/01/2022,801,Shipped,Trucks and Buses,116.00,-15.66,S18_1097,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10106,49,74.68,13," 3,659.32 ",17/12/2021,841,Shipped,Planes,68.00,6.68,S24_2841,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Medium
10104,49,65.87,4," 3,227.63 ",01/12/2021,857,Shipped,Trains,62.00,3.87,S32_3207,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10100,49,34.47,1," 1,689.03 ",06/11/2021,882,Shipped,Vintage Cars,41.00,-6.53,S24_3969,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Small
10107,50,240.02,6," 12,001.00 ",31/03/2024,6,In Process,Classic Cars,214.00,26.02,S10_1949,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Large
10390,50,147.94,1," 7,397.00 ",04/01/2024,93,Shipped,Classic Cars,146.00,1.94,S18_3482,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Large
10107,50,44.51,5," 2,225.50 ",03/01/2024,94,Shipped,Motorcycles,118.00,-73.49,S10_2016,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Small
10388,50,143.09,3," 7,154.50 ",03/01/2024,94,Shipped,Planes,118.00,25.09,S700_2834,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Large
10386,50,63.34,8," 3,167.00 ",01/01/2024,96,Resolved,Planes,72.00,-8.66,S24_4278,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10386,50,87.15,16," 4,357.50 ",01/01/2024,96,Resolved,Planes,49.00,38.15,S72_1253,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10382,50,178.71,7," 8,935.50 ",17/12/2023,111,Shipped,Vintage Cars,99.00,79.71,S18_3320,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Large
10107,50,103.64,1," 5,182.00 ",09/12/2023,119,Shipped,Classic Cars,115.00,-11.36,S12_4675,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Medium
10373,50,60.49,6," 3,024.50 ",01/12/2023,127,Shipped,Vintage Cars,105.00,-44.51,S18_3856,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Medium
10363,50,131.53,2," 6,576.50 ",06/11/2023,152,Shipped,Motorcycles,99.00,32.53,S32_1374,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Medium
10362,50,96.92,2," 4,846.00 ",05/11/2023,153,Shipped,Motorcycles,112.00,-15.08,S24_1578,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Medium
10356,50,50.18,9," 2,509.00 ",09/10/2023,180,Shipped,Vintage Cars,102.00,-51.82,S18_1342,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,Small
10347,50,136.69,8," 6,834.50 ",29/09/2023,190,Shipped,Trucks and Buses,60.00,76.69,S18_2432,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium
10339,50,74.35,9," 3,717.50 ",23/09/2023,196,Shipped,Ships,72.00,2.35,S700_2610,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Medium
10339,50,57.86,8," 2,893.00 ",23/09/2023,196,Shipped,Planes,74.00,-16.14,S700_4002,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Small
10332,50,146.20,2," 7,310.00 ",17/09/2023,202,Shipped,Vintage Cars,92.00,54.20,S18_4409,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Large
10330,50,122.02,4," 6,101.00 ",16/09/2023,203,Shipped,Classic Cars,148.00,-25.98,S18_4721,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines,Cruz,Arnold,Medium
10326,50,86.01,5," 4,300.50 ",09/09/2023,210,Shipped,Vintage Cars,87.00,-0.99,S18_4522,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden,Berglund,Christina,Medium
10322,50,250.73,6," 12,536.50 ",04/09/2023,215,Shipped,Vintage Cars,127.00,123.73,S18_2325,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Large
10318,50,142.38,8," 7,119.00 ",02/09/2023,217,Shipped,Planes,118.00,24.38,S700_2834,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Large
10309,50,84.70,3," 4,235.00 ",15/08/2023,235,Shipped,Motorcycles,102.00,-17.30,S32_4485,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Medium
10306,50,54.00,3," 2,700.00 ",14/08/2023,236,Shipped,Ships,66.00,-12.00,S700_1138,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small
10292,50,46.53,10," 2,326.50 ",08/07/2023,273,Shipped,Trucks and Buses,54.00,-7.47,S32_2509,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small
10288,50,52.32,13," 2,616.00 ",01/07/2023,280,Shipped,Classic Cars,50.00,2.32,S24_1628,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small
10284,50,81.86,4," 4,093.00 ",21/06/2023,290,Shipped,Vintage Cars,68.00,13.86,S32_4289,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Medium
